gene	BB09.rpkm	BB10.rpkm	BB17.rpkm	BB19.rpkm	BB20.rpkm	BB21.rpkm	BB11.rpkm	BB12.rpkm	BB18.rpkm	reflen
acrR.t01	3711	3576	2516	2699	2591	3437	2678	3458	1427	648
mscK.t01	4309	3831	1232	1214	1180	2215	2691	8929	1749	3363
ybaM.t01	181	156	67	48	42	101	108	293	66	162
priC.t01	530	527	159	174	183	360	402	1199	376	528
ybaN.t01	669	514	265	195	196	320	437	1207	259	378
apt.t01	1392	1116	569	423	377	416	542	1531	401	552
dnaX.t01	5670	5498	3199	2432	2143	2243	3418	5809	2020	1932
ybaB.t01	4155	4534	3488	1544	1451	1287	2240	1940	1180	330
recR.t01	1562	1408	785	540	509	681	934	1567	696	606
htpG.t01	14594	12792	7206	11834	9566	10755	23558	19659	6943	1875
adk.t01	2968	2771	1400	1431	1119	1380	1197	2211	772	645
hemH.t01	1113	1179	481	443	431	767	733	2597	547	963
aes.t01	1156	931	394	327	395	720	782	2313	511	960
gsk.t01	2897	3112	1789	962	947	1200	1428	3850	1030	1305
ybaL.t01	2195	2091	801	992	1030	1552	1667	4141	1073	1677
fsr.t01	1409	1306	366	449	338	856	938	2844	590	1221
ushA.t01	2115	1901	679	913	887	1478	1610	4467	1025	1653
ybaK.t01	528	406	148	200	167	266	455	1114	169	480
chiX.r01	56	38	13	5	16	24	43	77	18	84
ybaP.t01	1113	965	330	389	468	694	811	2136	483	795
ybaQ.t01	481	573	252	135	171	323	384	958	206	342
copA.t01	2602	2329	756	1017	1044	1792	1972	5843	1524	2505
glsA.t01	1113	982	262	549	585	714	1103	2629	615	933
ybaT.t01	1368	1244	336	717	603	1027	1114	3660	861	1293
cueR.t01	489	427	204	312	285	373	439	1029	335	408
ybbJ.t01	534	483	228	323	328	359	484	1090	314	459
qmcA.t01	1044	1107	340	466	377	652	732	2442	507	918
fetA.t01	1397	1372	564	505	524	736	789	2130	552	678
fetB.t01	909	893	264	224	266	572	627	2245	379	780
ybbN.t01	4670	3953	2253	2300	2406	1843	2740	3233	1542	855
ybbO.t01	1543	1271	591	540	531	784	740	2221	556	810
tesA.t01	1124	1077	310	411	299	540	868	1553	500	627
ybbA.t01	745	673	279	229	258	471	518	1665	289	687
ybbP.t01	2726	2422	759	801	743	1501	1753	6053	1443	2415
rhsD.t01	4518	4066	1271	1399	1481	2959	3255	10773	2640	4281
ybbC.t01	348	350	89	130	86	234	310	987	114	369
mnmH.t01	1436	1135	423	453	412	764	852	2763	641	1095
allS.t01	1049	1001	317	415	368	752	760	2400	455	927
allA.t01	478	457	210	315	359	400	413	1282	276	483
allR.t01	1148	890	337	489	409	646	621	1780	489	816
gcl.t01	1973	1613	550	1093	1110	1460	1475	4711	751	1782
hyi.t01	897	995	277	618	649	747	658	2213	479	777
glxR.t01	1107	918	265	384	458	682	532	2410	447	879
ybbW.t01	1734	1392	470	440	392	890	1187	3866	759	1455
allB.t01	1417	1381	387	482	461	934	1000	3601	656	1362
ybbY.t01	1525	1348	486	365	447	963	968	3730	644	1302
glxK.t01	982	865	306	314	246	703	832	2643	564	1146
allE.t01	920	917	290	260	208	554	549	2005	313	786
allC.t01	1775	1649	469	431	541	889	858	3051	740	1236
allD.t01	1077	1025	272	355	269	653	809	2595	563	1050
fdrA.t01	1575	1555	412	467	410	946	1069	4111	656	1668
ylbE.t01	1181	1103	399	416	323	658	890	2958	653	1260
ylbF.t01	842	783	176	187	227	469	517	1724	359	816
ybcF.t01	792	803	226	196	259	620	523	1883	410	894
purK.t01	1095	974	375	260	273	586	1027	2986	781	1068
purE.t01	1556	1470	694	370	308	367	1948	3241	1484	510
lpxH.t01	1124	1001	380	387	449	570	649	1939	425	723
ppiB.t01	22341	18680	12057	10093	10203	8226	15397	7702	3557	495
cysS.t01	5115	5335	3231	2004	1615	1907	2509	4828	1445	1386
ybcI.t01	600	584	163	127	159	390	313	1259	297	522
ybcJ.t01	220	142	71	66	47	87	117	440	101	213
folD.t01	2450	2123	1240	888	774	880	1344	2771	895	867
sfmA.t01	605	579	161	138	137	411	341	1644	211	543
sfmC.t01	845	667	215	232	197	516	532	1937	292	693
sfmD.t01	2877	2329	771	737	736	1793	2041	6727	1133	2604
sfmH.t01	1144	962	353	240	294	600	742	2670	477	984
sfmF.t01	516	437	157	123	130	277	296	1207	322	516
sfmZ.t01	688	593	182	126	150	367	405	1786	277	633
argU.r01	440	544	413	353	412	372	413	345	185	77
intD.t01	1807	1733	800	603	676	1069	1663	3390	671	1164
insE1.t01	0	0	0	0	0	0	0	0	0	300
insF1.t01	0	0	0	0	0	0	0	0	0	867
emrE.t01	388	310	110	78	108	198	238	827	108	333
ybcK.t01	1528	1525	397	351	318	997	1315	4153	592	1527
ybcL.t01	626	525	218	286	187	522	621	1552	327	552
ybcM.t01	908	894	310	390	293	613	938	2300	380	798
ylcH.t01	81	41	31	21	15	43	80	155	20	102
ybcN.t01	424	446	102	114	91	284	314	1073	142	456
ninE.t01	114	105	37	31	31	87	69	326	62	171
ybcO.t01	242	190	51	87	74	182	217	572	118	291
rusA.t01	321	317	176	97	83	218	283	751	178	363
ylcG.t01	141	141	39	54	45	80	113	339	61	141
quuD.t01	434	420	94	125	104	316	340	1080	194	384
insH1.t01	0	0	0	0	0	0	0	0	0	1017
essD.t01	232	160	82	72	110	175	108	461	138	216
rrrD.t01	623	474	97	182	250	495	463	1183	239	498
rzpD.t01	700	623	277	193	183	308	349	1156	273	462
rzoD.t01	466	348	262	96	97	82	114	303	120	183
borD.t01	41710	47589	27759	5471	4202	2903	15685	9297	4049	294
ybcV.t01	402	403	147	79	67	150	245	1008	201	411
ybcW.t01	203	208	64	38	43	115	129	420	66	207
ylcI.t01	183	194	67	27	58	115	99	352	75	195
nohD.t01	959	953	213	258	213	652	758	2351	473	546
appY.t01	638	670	253	197	238	461	470	1766	254	750
ompT.t01	19835	21321	14524	5168	4279	3682	13391	8764	4415	954
pauD.r01	0	0	0	0	0	0	0	0	0	45
envY.t01	953	841	363	292	247	559	620	2190	425	762
ybcH.t01	923	700	234	290	250	533	624	1910	412	891
nfrA.t01	3514	3058	1000	1203	1042	2030	2323	7291	1474	2973
nfrB.t01	2534	2343	665	868	764	1524	1661	5929	947	2238
cusS.t01	1882	1712	669	700	642	1092	1103	3677	732	1443
cusR.t01	729	719	296	183	253	392	428	1734	379	684
cusC.t01	1467	1301	426	380	445	888	1031	3199	617	1374
cusF.t01	394	279	83	90	103	244	278	968	127	333
cusB.t01	1190	950	361	320	343	561	672	2603	549	1224
cusA.t01	3275	2674	835	1089	935	1733	1998	7353	1566	3144
pheP.t01	1881	1767	667	682	509	1157	1270	3442	898	1377
ybdG.t01	1738	1425	543	485	475	835	976	3346	625	1248
nfsB.t01	3278	3671	2668	1397	1310	1356	1982	2664	1169	654
ybdF.t01	677	651	249	256	243	325	435	1054	263	369
ybdJ.t01	239	200	49	73	131	166	212	572	114	249
ybdK.t01	1518	1294	409	1523	1444	1773	1674	3320	859	1119
sokE.r01	0	0	0	0	0	0	0	0	0	59
hokE.t01	142	130	49	38	28	110	103	363	54	153
insL1.t01	0	0	0	0	0	0	0	0	0	1113
entD.t01	687	648	232	161	209	394	429	1761	264	621
fepA.t01	3224	2620	1512	589	673	1411	2025	5537	1231	2241
fes.t01	1457	1192	593	354	317	636	979	2950	736	1203
ybdZ.t01	211	274	140	45	49	69	135	389	162	219
entF.t01	4566	4314	1834	1068	985	2167	2895	9491	1986	3882
fepE.t01	1215	1108	322	305	262	716	794	2961	446	1134
fepC.t01	878	794	262	223	225	402	586	1960	450	816
fepG.t01	1160	1173	396	254	298	490	723	2408	569	993
fepD.t01	1162	1114	576	327	284	425	903	2256	583	1005
entS.t01	1274	1169	331	398	333	815	780	2664	781	1251
fepB.t01	1357	1312	599	293	237	583	754	2136	572	957
entC.t01	1620	1280	676	456	291	761	941	2785	653	1176
entE.t01	2863	2300	1679	503	393	803	1663	4037	1065	1611
entB.t01	1168	890	474	221	204	484	566	2040	442	858
entA.t01	774	775	403	361	303	553	768	1578	530	747
entH.t01	481	366	141	136	128	169	240	796	213	414
cstA.t01	2658	2474	1205	1609	1361	1961	4204	6088	2094	2106
ybdD.t01	323	300	153	310	194	286	535	657	203	198
ybdH.t01	1471	1191	400	708	717	981	1475	2722	630	1089
ybdL.t01	1239	1075	416	395	323	724	828	2984	627	1161
ybdM.t01	599	519	255	186	243	364	323	1622	292	630
ybdN.t01	1257	1106	302	403	394	758	992	2895	535	1221
ybdO.t01	880	926	329	325	297	685	624	2327	340	903
dsbG.t01	1011	971	298	469	345	604	636	1977	434	747
ahpC.t01	36163	31777	19479	23016	20466	14584	25514	12337	9643	564
ahpF.t01	5878	5065	2615	3628	2899	3179	4463	5373	2086	1566
uspG.t01	1309	1100	505	847	731	677	681	1088	339	429
ybdR.t01	1343	1208	343	459	400	820	925	2797	504	1239
rnk.t01	595	664	500	284	243	343	481	986	285	411
rna.t01	1947	1825	1044	997	973	850	832	2282	570	807
citT.t01	1479	1227	364	459	415	707	904	3464	671	1464
citG.t01	640	639	221	189	230	381	556	1585	386	879
citX.t01	415	312	115	105	72	219	288	1083	151	552
citF.t01	1305	1155	313	388	406	758	818	3147	697	1533
citE.t01	811	620	273	243	248	358	562	1806	374	909
citD.t01	235	187	44	75	45	110	142	499	97	297
citC.t01	1115	972	272	368	300	605	848	2231	542	1059
citA.t01	1556	1378	459	423	397	1043	1047	3593	722	1659
citB.t01	848	879	298	301	287	416	609	1344	320	681
dcuC.t01	1265	1249	338	286	286	574	978	3102	622	1386
pagP.t01	577	520	91	120	159	261	340	1163	232	561
cspE.t01	3181	2726	2814	1016	1197	1099	3084	2417	1260	210
flc.t01	583	624	282	581	394	437	338	900	297	384
tatE.t01	662	657	447	245	207	266	387	776	253	204
lipA.t01	1796	1482	809	594	535	704	859	2074	540	966
ybeF.t01	899	844	276	278	268	447	688	1999	382	954
lipB.t01	2098	2186	1489	699	590	793	933	1815	506	642
ybeD.t01	396	414	189	150	115	157	375	502	157	264
dacA.t01	10261	11911	7746	3422	3225	3494	3208	5476	2115	1212
rlpA.t01	1501	1427	690	585	560	652	777	2318	554	1089
mrdB.t01	1280	1042	462	381	409	662	622	2167	497	1113
mrdA.t01	3963	3931	2190	1276	1237	1636	1848	4611	1174	1902
rlmH.t01	551	593	151	152	140	160	230	856	204	468
rsfS.t01	883	864	607	367	249	364	424	773	320	318
cobC.t01	670	646	279	239	203	399	442	1390	249	612
nadD.t01	1959	2113	1460	860	789	877	1050	1917	652	642
holA.t01	6667	7631	6370	3786	3619	2918	3837	4910	2346	1032
lptE.t01	4002	3367	2202	1755	1675	1470	1552	2376	1173	582
leuS.t01	8989	9170	5995	4214	3901	4541	4386	7564	2886	2583
ybeL.t01	711	528	228	1865	1884	1666	1047	1246	369	483
ybeQ.t01	958	885	260	226	329	397	638	1945	411	978
ybeR.t01	624	531	161	160	172	364	532	1413	301	708
djlB.t01	1300	1067	315	240	311	756	750	2895	449	1428
ybeT.t01	467	500	108	82	121	192	221	1069	182	555
ybeU.t01	587	503	196	179	117	378	363	1256	215	708
djlC.t01	1327	1155	331	383	264	596	834	3034	418	1452
hscC.t01	1532	1435	621	470	381	863	1265	3505	665	1671
rihA.t01	5346	4948	3274	1904	1632	1676	3082	3484	1372	936
gltL.t01	677	600	242	268	240	398	364	1604	259	726
gltK.t01	739	641	266	236	158	366	420	1348	267	675
gltJ.t01	632	456	94	234	234	325	533	1334	357	741
gltI.t01	1864	1747	965	2225	1989	2045	3120	3102	1402	909
insH1.t01	0	0	0	0	0	0	0	0	0	1017
lnt.t01	2336	2233	1257	1082	965	1083	1461	3215	907	1539
ybeX.t01	1818	1631	1055	956	851	839	1176	2439	724	879
ybeY.t01	529	424	227	240	324	325	319	716	190	468
ybeZ.t01	2970	2436	1701	2182	2153	2032	2285	3090	1472	1041
miaB.t01	5278	5747	3633	1856	1928	1759	1965	3323	1400	1425
ubiF.t01	1079	942	427	396	376	569	748	2086	456	1176
glnX.r01	0	0	0	0	0	0	0	0	0	75
glnV.r01	223	209	113	88	65	85	164	245	104	75
metU.r01	0	0	0	0	0	0	0	0	0	77
glnW.r01	0	0	0	0	0	0	0	0	0	75
glnU.r01	908	900	754	397	277	327	267	424	115	75
leuW.r01	411	402	252	229	143	140	145	245	102	85
metT.r01	1718	1718	1156	741	599	507	575	724	357	77
asnB.t01	1654	1435	554	501	563	849	968	3077	715	1665
umpH.t01	1873	1799	1179	727	657	713	806	1872	649	753
nagC.t01	2455	2196	1248	1144	1010	1168	1490	2793	961	1221
nagA.t01	2138	1973	921	1014	916	859	1104	2507	677	1149
nagB.t01	1446	1242	723	533	486	622	705	1472	435	801
nagE.t01	2224	1931	1016	698	681	961	1174	3278	695	1947
glnS.t01	4900	5035	3237	1686	1561	1656	2100	4019	1212	1665
chiP.t01	1726	1710	1000	489	452	672	1090	2750	631	1407
chiQ.t01	271	173	137	83	36	131	155	485	84	327
fur.t01	1962	1858	1242	1808	1436	1502	2229	1863	778	447
uof.t01	1061	945	634	805	593	715	946	908	340	87
fldA.t01	1746	1751	1084	1480	1201	1237	828	1398	589	531
ybfE.t01	304	197	82	88	32	175	105	452	108	294
ybfF.t01	1157	1028	540	527	357	493	581	1364	334	765
seqA.t01	4198	4054	2406	1883	1361	1356	2018	1988	855	546
pgm.t01	2983	2611	1214	1072	920	1049	1398	2848	834	1641
ybfP.t01	485	399	136	102	78	211	350	918	160	495
potE.t01	983	942	277	232	249	491	527	2490	391	1320
speF.t01	1697	1521	490	422	346	777	1030	3942	724	2199
ybfK.t01	175	118	48	15	16	86	86	421	46	258
kdpE.t01	644	797	356	367	268	362	531	1022	207	678
kdpD.t01	1998	1857	791	984	895	1178	1589	4115	994	2685
kdpC.t01	460	441	153	371	318	346	415	971	282	573
kdpB.t01	1402	1268	432	399	371	733	954	3081	482	2049
kdpA.t01	1168	1015	400	392	394	665	636	2399	466	1674
kdpF.t01	36	36	17	11	8	14	24	70	15	90
ybfA.t01	159	173	31	21	29	58	88	286	49	207
rhsC.t01	2320	1993	641	733	658	1112	1431	5464	1126	4194
ybfB.t01	225	229	76	65	64	84	142	478	70	327
ybfC.t01	418	447	122	169	151	274	395	966	156	570
ybfD.t01	675	590	199	113	143	299	485	1400	199	762
ybgA.t01	507	559	164	841	806	641	589	936	378	510
phr.t01	1190	1025	288	501	441	661	860	2278	486	1419
dtpD.t01	1143	917	299	257	310	498	560	2236	568	1482
ybgI.t01	679	549	265	204	189	391	402	1097	324	744
ybgJ.t01	448	429	150	145	87	298	327	1028	157	657
ybgK.t01	871	729	316	341	352	413	650	1382	391	933
ybgL.t01	688	462	237	217	226	270	471	1030	328	735
nei.t01	693	487	121	154	172	276	391	1095	237	792
abrB.t01	872	691	169	192	202	329	496	1546	331	1047
ybgO.t01	877	801	229	217	227	512	566	1778	259	1062
ybgP.t01	546	496	86	110	108	246	390	887	231	729
ybgQ.t01	1810	1407	476	355	418	844	971	3399	627	2448
ybgD.t01	437	342	106	104	81	185	354	871	148	567
gltA.t01	3354	2730	1578	13038	10637	9568	7032	6510	3796	1284
sdhC.t01	7510	6934	6649	21007	16872	14351	11623	7972	6163	390
sdhD.t01	1293	1000	734	2165	2162	1469	1061	1231	826	348
sdhA.t01	9925	8278	6336	18940	16002	11698	14089	10665	7793	1767
sdhB.t01	1512	1479	1001	2536	2307	1734	2945	2576	1581	717
sucA.t01	14762	13969	9132	16532	13214	11116	14683	14248	9003	2802
sucB.t01	3422	2921	1634	3069	2435	2005	3308	3187	1915	1218
sucC.t01	3087	3063	1600	3885	3029	2499	4095	3444	2509	1167
sucD.t01	1305	1191	633	1684	1462	1066	1873	2283	1091	870
mngR.t01	612	473	249	158	145	241	314	1132	187	723
mngA.t01	1374	1090	408	220	317	601	702	2480	579	1977
mngB.t01	2299	1927	702	559	523	896	1114	3848	912	2634
cydA.t01	10112	8351	4113	1458	1354	1304	1802	2918	943	1569
cydB.t01	3425	3208	1884	576	545	557	900	1884	517	1140
cydX.t01	161	149	76	21	35	49	35	145	31	114
ybgE.t01	270	213	98	55	76	79	94	314	38	294
ybgC.t01	580	580	268	264	224	241	247	683	163	405
tolQ.t01	931	746	434	285	276	251	466	1054	237	693
tolR.t01	588	560	262	246	243	257	324	749	160	429
tolA.t01	1221	1046	396	283	319	531	860	1800	530	1266
tolB.t01	3127	2540	1749	1718	1392	1363	1335	2165	833	1293
pal.t01	2179	1712	1375	1232	1108	746	984	1029	492	522
ybgF.t01	2773	2616	1539	1349	1298	970	1498	1883	841	792
lysT.r01	0	0	0	0	0	0	0	0	0	76
valT.r01	0	0	0	0	0	0	0	0	0	76
lysW.r01	0	0	0	0	0	0	0	0	0	76
valZ.r01	0	0	0	0	0	0	0	0	0	76
lysY.r01	0	0	0	0	0	0	0	0	0	76
lysZ.r01	0	0	0	0	0	0	0	0	0	76
lysQ.r01	0	0	0	0	0	0	0	0	0	76
nadA.t01	794	654	239	257	229	302	580	1470	389	1044
pnuC.t01	731	567	191	417	355	518	520	1271	285	720
zitB.t01	811	710	315	329	411	521	619	1605	403	942
ybgS.t01	255	240	146	1777	1454	1330	465	725	199	381
aroG.t01	3276	2966	1817	1947	1870	1653	2851	2957	1363	1053
gpmA.t01	2927	2774	1602	1930	1684	1864	1471	2040	843	753
galM.t01	2694	2438	1350	1574	1270	1380	1443	1950	864	1041
galK.t01	2889	2543	1505	2175	1874	1819	3809	3080	1377	1149
galT.t01	1828	1561	939	448	373	619	904	1563	480	1047
galE.t01	6129	6106	3623	1987	1556	1451	2761	3003	1245	1017
modF.t01	1538	1448	625	371	368	556	799	2326	450	1473
modE.t01	1297	1005	434	426	320	439	678	1433	272	789
acrZ.t01	2794	3595	2832	2460	2283	3001	4799	7029	2476	150
modA.t01	784	693	159	140	207	338	440	1161	319	774
modB.t01	544	449	137	143	162	244	339	894	179	690
modC.t01	851	666	232	215	235	409	574	1553	338	1059
ybhA.t01	1555	1335	699	450	457	480	607	1335	415	819
pgl.t01	1560	1563	608	1472	1207	1296	967	1947	528	996
ybhD.t01	825	666	272	296	303	464	573	1731	269	954
ybhH.t01	656	651	232	159	150	358	428	1712	313	1053
ybhI.t01	1092	862	237	227	259	467	747	2163	342	1434
ybhJ.t01	2097	1794	752	682	637	1013	1260	3965	869	2262
ybhC.t01	4541	3674	2597	939	957	846	1301	2304	759	1284
ybhB.t01	677	623	248	1057	1021	781	760	1082	367	477
bioA.t01	959	909	305	209	219	492	527	2000	339	1290
bioB.t01	1088	780	422	336	269	463	553	1786	433	1041
bioF.t01	715	589	159	189	163	294	385	1474	358	1155
bioC.t01	397	408	93	82	132	172	321	829	174	756
bioD.t01	560	434	100	101	95	209	309	1059	186	678
uvrB.t01	1968	1957	916	2628	2075	2466	2831	4890	1763	2022
ybhK.t01	816	640	300	221	256	340	365	1423	343	909
moaA.t01	2176	1898	1253	819	726	803	1001	1851	655	990
moaB.t01	2514	2122	1152	773	893	610	909	1098	460	513
moaC.t01	782	690	405	261	259	268	352	851	203	486
moaD.t01	184	165	50	50	31	70	121	255	65	246
moaE.t01	386	276	123	113	112	126	262	666	148	453
ybhL.t01	1724	1691	699	2426	2240	2170	1242	1776	684	705
ybhM.t01	634	616	150	253	251	360	456	1340	220	714
ybhN.t01	766	647	172	370	339	598	629	1747	383	957
clsB.t01	780	767	204	331	460	528	669	1896	476	1242
ybhP.p01	0	0	0	0	0	0	0	0	0	762
ybhP.t01	584	575	138	276	365	482	377	1140	300	762
ybhQ.t01	567	583	394	430	339	338	920	847	271	411
ybhR.t01	870	743	312	354	344	482	633	1699	427	1107
ybhS.t01	851	708	285	312	296	511	471	1702	393	1134
ybhF.t01	1875	1749	721	1111	762	1147	1296	3409	934	1737
ybhG.t01	972	747	375	481	371	488	656	1568	442	999
ybiH.t01	677	762	382	514	481	488	699	1444	369	672
rhlE.t01	1131	1000	322	400	231	456	673	2047	447	1365
ybiA.t01	418	411	201	201	175	314	322	952	247	483
dinG.t01	1878	1550	568	978	1054	1196	1669	3806	1122	2151
ybiB.t01	932	871	343	628	589	664	887	1668	491	963
ybiC.t01	954	937	288	319	331	511	638	1833	472	1086
ybiJ.t01	220	188	37	60	64	84	76	452	117	261
ybiI.t01	175	161	63	57	64	101	142	479	88	267
ybiX.t01	631	661	174	141	146	254	405	1122	212	678
fiu.t01	4521	4268	3043	510	441	836	1633	4182	1063	2283
mcbA.t01	223	163	60	263	157	187	227	351	74	261
rlmF.t01	1092	964	511	264	226	473	500	1627	291	927
ybiO.t01	1747	1620	605	628	534	939	1043	3519	724	2226
glnQ.t01	1323	1115	799	956	975	765	962	1485	569	723
glnP.t01	1404	1100	469	816	645	556	657	1207	420	660
glnH.t01	11149	9112	4978	30974	29859	22326	9262	5030	5050	747
dps.t01	2762	2200	1050	25258	23833	23711	17818	11353	5330	504
rhtA.t01	824	710	288	281	228	352	677	1576	266	888
ompX.t01	5247	5033	4115	4740	3679	3806	2556	2324	1177	516
ybiP.t01	1554	1328	558	377	395	786	837	2757	602	1584
mntS.t01	90	73	50	37	21	48	69	137	36	129
mntR.t01	475	475	283	202	189	279	219	760	208	468
ybiR.t01	1041	940	302	264	302	474	490	1711	447	1119
ldtB.t01	2441	2506	1499	1321	1172	1033	835	1895	573	921
ybiT.t01	2432	2192	1115	816	560	801	1164	3051	724	1593
ybiU.t01	1049	1033	322	231	221	395	549	1940	535	1266
ybiV.t01	1266	997	467	432	500	522	449	1614	343	816
ybiW.t01	1875	1763	471	454	390	906	1297	4047	783	2433
ybiY.t01	622	573	218	199	101	333	369	1416	259	900
fsaA.t01	641	448	175	200	153	287	419	1154	326	663
moeB.t01	798	567	217	174	187	269	350	1094	209	750
moeA.t01	1970	1763	823	861	763	579	1019	2188	662	1236
iaaA.t01	1429	1308	739	968	834	1163	2286	2598	1082	966
gsiA.t01	1887	1721	573	701	734	997	1638	3473	812	1872
gsiB.t01	1462	1231	388	376	392	503	893	2576	546	1539
gsiC.t01	733	605	193	184	135	346	535	1672	397	921
gsiD.t01	835	647	174	179	212	347	528	1550	344	912
yliE.t01	3674	3430	1712	1623	1234	1780	2823	4976	1358	2349
yliF.t01	1256	1152	355	261	227	420	679	2349	499	1329
rimO.t01	2030	1955	1149	621	578	883	742	2577	609	1326
bssR.t01	231	235	64	195	177	191	303	511	108	384
yliI.t01	924	906	341	590	479	615	738	2060	490	1116
gstB.t01	941	782	496	409	264	610	610	1110	356	627
dacC.t01	1499	1116	601	562	521	655	700	2126	472	1203
deoR.t01	1127	1112	427	375	319	407	542	1426	393	759
ybjG.t01	1078	977	483	381	302	505	543	1224	346	597
mdfA.t01	1199	1158	414	319	230	434	583	2022	414	1233
ybjH.t01	237	309	119	74	71	150	143	448	83	285
ybjI.t01	845	783	258	209	154	413	587	1353	299	816
ybjJ.t01	1062	1056	383	304	232	504	654	2021	336	1209
rcdA.t01	480	366	127	105	141	122	333	788	191	537
rybB.r01	44	59	9	10	15	25	24	91	18	79
ybjL.t01	2523	2478	1178	890	850	1139	1454	3395	834	1686
ybjM.t01	339	252	89	105	111	158	144	587	104	378
grxA.t01	254	284	148	125	60	172	135	402	79	258
ybjC.t01	640	431	261	158	185	170	281	446	199	288
nfsA.t01	1715	1506	783	648	691	568	901	1574	555	723
rimK.t01	952	841	318	249	247	467	481	1498	328	903
ybjN.t01	4093	3652	1974	1312	1271	1107	2283	1671	724	477
potF.t01	977	1036	236	1046	999	1090	1065	2199	607	1113
potG.t01	749	760	225	246	162	466	575	1580	396	1134
potH.t01	802	725	180	222	153	422	433	1674	314	954
potI.t01	687	575	190	153	150	343	494	1270	284	846
ybjO.t01	679	542	268	285	286	447	877	1132	297	489
rlmC.t01	1215	1096	379	338	284	488	742	2054	438	1128
artJ.t01	909	842	314	391	414	475	499	1476	307	732
artM.t01	596	483	228	251	232	292	394	1123	296	669
artQ.t01	635	582	219	385	386	350	520	1369	401	717
artI.t01	1009	836	437	1116	1123	847	881	1510	548	732
artP.t01	1517	1355	793	1503	1380	1248	1148	1502	645	729
ybjP.t01	579	636	220	1098	892	874	1056	1214	392	516
ybjQ.t01	295	273	105	172	153	197	193	659	164	324
amiD.t01	703	649	237	520	471	417	666	1444	451	831
ybjS.t01	1237	1072	632	474	430	441	565	1848	412	1014
ybjT.t01	1640	1452	745	768	701	691	1101	2797	763	1431
ltaE.t01	1504	1378	636	1203	1039	1020	1110	2080	636	1002
poxB.t01	2011	1900	679	16800	13272	13580	6564	6423	3290	1719
hcr.t01	718	656	179	176	134	279	410	1444	243	969
hcp.t01	1349	1156	379	306	287	547	839	2442	520	1653
ybjE.t01	1003	869	237	213	220	334	368	1677	323	900
aqpZ.t01	551	490	142	161	137	200	275	1175	225	696
ybjD.t01	2342	2154	1197	672	637	732	1039	2491	726	1659
ybjX.t01	5069	5972	3466	1402	1281	1102	984	2071	932	993
macA.t01	855	905	238	341	330	433	583	1512	373	1116
macB.t01	1543	1414	549	514	416	721	1138	2962	857	1947
cspD.t01	445	324	298	275	291	253	464	581	267	225
clpS.t01	916	744	441	896	819	694	1166	1251	485	321
clpA.t01	4581	3702	2249	4145	4202	3632	6019	6423	2796	2277
serW.r01	0	0	0	0	0	0	0	0	0	88
infA.t01	1269	1458	971	430	395	516	395	621	251	219
aat.t01	1335	1335	721	477	439	484	412	1236	295	705
cydC.t01	1895	1919	918	492	556	832	960	2920	655	1722
cydD.t01	2151	1808	887	488	472	723	917	2829	589	1767
trxB.t01	2957	2910	1561	809	691	697	1070	2048	709	966
lrp.t01	627	436	215	341	240	314	429	834	185	495
ftsK.t01	6488	6009	3113	4481	4076	4203	5535	9193	3282	3990
lolA.t01	1215	1049	544	819	749	855	1085	1508	516	612
rarA.t01	1312	1150	447	646	589	795	1110	2296	569	1344
serS.t01	4458	3885	2593	1378	1371	1265	1801	2563	1070	1293
dmsA.t01	1922	1482	603	509	353	886	1048	3592	705	2445
dmsB.t01	438	381	155	97	114	227	310	854	146	618
